STT,Id,Mã KH,Tên,Điện thoại,Mã Số Thuế,Nhân viên bán hàng,Khu vực,Địa chỉ,Vĩ Độ,Kinh Độ,Xã/Tỉnh mới,,,
2403,156871,2HUNGUYENTHISY,NGUYỄN THỊ SỸ,978940288,3301133400,TRẦN SĨ VIỆT,T05 - MIỀN TRUNG 2,"Tổ 4, khu phố 1, thị trấn Phú Bài, thị xã Hương Thủy, tỉnh Thừa Thiên Huế","16,4146609","107,6704507","Phường Phú Bài,Thành Phố Huế",,,
2404,158957,2HUNGUYENTIENVINH,HỘ KINH DOANH NGUYỄN TIẾN VINH,942463232,8751160403,TRẦN SĨ VIỆT,T05 - MIỀN TRUNG 2,"TDP NGỌC ANH, PHƯỜNG PHÚ THƯỢNG, THÀNH PHỐ HUẾ, TỈNH THỪA THIÊN HUẾ","16,5340888","107,6207683","Phường Mỹ Thượng,Thành Phố Huế",,,
2405,156872,2HUNGUYENVANCHINH,HỘ KINH DOANH NGUYỄN VĂN CHÍNH,899913669,46069007284,TRẦN SĨ VIỆT,T05 - MIỀN TRUNG 2,"THÔN HÀ TRỮ THƯỢNG, XÃ PHÚ VANG, THÀNH PHỐ HUẾ","16,39133339","107,781337","Xã Phú Vang,Thành Phố Huế",,,
2406,154319,2HUNGUYENVANHUNG,NGUYỄN VĂN HÙNG,84834333223,8194998780,TRẦN SĨ VIỆT,T05 - MIỀN TRUNG 2,THÔN MỸ PHÚ XÃ PHONG CHƯƠNG PHONG ĐIỀN TT HUẾ,"16,6539588","107,4008736","Phường Phong Dinh,Thành Phố Huế",,,
2407,156790,2HUNGUYENVANTOAN,HKD NGUYỄN VĂN TOÀN,813345559,3301060921,TRẦN SĨ VIỆT,T05 - MIỀN TRUNG 2,"59, Thái Thuận , Phường Thủy Lương, Thị Xã Hương Thủy, Tỉnh Thừa Thiên Huế","16,42964833","107,6974984","Phường Hương Thủy,Thành Phố Huế",,,
2408,152665,2HUNHANTO,Nguyễn Văn To,706135679,,TRẦN SĨ VIỆT,T05 - MIỀN TRUNG 2,", Phong Chương, Phong Điền, TT Huế","16,6968096","107,3581117","Phường Phong Dinh,Thành Phố Huế",,,
2409,158588,2HUNNTHUATHIENHUE,CÔNG TY TNHH MTV NÔNG NGHIỆP THỪA THIÊN HUẾ,375084267,3300975186,TRẦN SĨ VIỆT,T05 - MIỀN TRUNG 2,"205 NGUYỄN SINH CUNG, PHƯỜNG VỸ DẠ, THÀNH PHỐ HUẾ","16,48383769","107,595862","Phường Vỹ Dạ,Thành Phố Huế",,,
2410,154211,2HUPHAMVANKHUYNH,HỘ KD PHAN VĂN KHUYNH,84935359620,8486119927,TRẦN SĨ VIỆT,T05 - MIỀN TRUNG 2,HƯƠNG PHONG-HƯƠNG TRÀ -TT HUẾ,"16,55013294","107,577496","Phường Hóa Châu,Thành Phố Huế",,,
2411,156791,2HUPHANTHILAP,PHAN THỊ LẬP,399354680,46176006303,TRẦN SĨ VIỆT,T05 - MIỀN TRUNG 2,"TRƯỜNG LƯU, XÃ PHÚ VANG, THÀNH PHỐ HUẾ","16,4210592","107,7505968","Xã Phú Vang,Thành Phố Huế",,,
2412,158919,2HUPHUBAI,HỢP TÁC XÃ NÔNG NGHỆP PHÚ BÀI,905422719,3300351822,TRẦN SĨ VIỆT,T05 - MIỀN TRUNG 2,"THÔN 6, XÃ THỦY PHÙ, THỊ XÃ HƯƠNG THỦY, TỈNH THỪA THIÊN HUẾ","16,3637667","107,7198351","Phường Phú Bài,Thành Phố Huế",,,
2413,154590,2HUTHAIVIETNHAN,THÁI VIẾT NHÂN,778525685,8090739654,TRẦN SĨ VIỆT,T05 - MIỀN TRUNG 2,QUẢNG PHÚ-QUẢNG ĐIỀN-TT HUẾ,"16,5370456","107,4960219","Xã Đan Điền,Thành Phố Huế",,,
2414,154591,2HUTONGTHIHANHI,TỐNG THỊ HÀ NHI,979397020,8344212550,TRẦN SĨ VIỆT,T05 - MIỀN TRUNG 2,THÔN VỌNG TRÌ-XÃ PHÚ MẬU- PHÚ VANG,"16,5012505","107,5186991","Xã Phú Vang,Thành Phố Huế",,,
2415,152671,2HUTONGVAN,Phan Gia Tòng,847777714,,TRẦN SĨ VIỆT,T05 - MIỀN TRUNG 2,", Phong Chương, Phong Điền, TT Huế","16,56410029","107,5233897","Phường Phong Dinh,Thành Phố Huế",,,
2416,152672,2HUTRANBALOC,Trần Bá Lộc,939027243,46052004819,TRẦN SĨ VIỆT,T05 - MIỀN TRUNG 2,"PHÚ LỄ, XÃ ĐAN ĐIỀN, THÀNH PHỐ HUẾ","16,5462867","107,4699874","Xã Đan Điền,Thành Phố Huế",,,
2417,156792,2HUTRANDAITHUC,HKD TRẦN ĐẠI THỨC,775512757,3301223887,TRẦN SĨ VIỆT,T05 - MIỀN TRUNG 2,"Thôn 2, xã Vinh Hà, huyện Phú Vang, tỉnh Thưà Thiên Huế","16,38902385","107,7889596","Xã Phú Vang,Thành Phố Huế",,,
2418,156152,2HUTRANHUUMAI,TRẦN HỮU MÃI,905938135,8189783733,TRẦN SĨ VIỆT,T05 - MIỀN TRUNG 2,BAO VINH-HƯƠNG VINH-HƯƠNG TRÀ-TT HUẾ,"16,4982394","107,5754659","Phường Hóa Châu,Thành Phố Huế",,,
2419,156793,2HUTRANMAO,TRẦN MÃO,984135420,8163632602,TRẦN SĨ VIỆT,T05 - MIỀN TRUNG 2,"Thôn Trung Thạnh, xã Phong Bình, huyện Phong Điền, tỉnh Thừa Thiên Huế","16,6958078","107,3524574","Phường Phong Dinh,Thành Phố Huế",,,
2420,151761,2HUTRANVANTRINH,TRẦN VĂN TRÌNH,84976219125,3300216083,TRẦN SĨ VIỆT,T05 - MIỀN TRUNG 2,"TỔ 2, P. HƯƠNG VĂN, TX. HƯƠNG TRÀ, TỈNH THỪA THIÊN HUẾ","16,5140539","107,4932217","Phường Hương Trà,Thành Phố Huế",,,
2421,158125,2HUTRUONGCUONG,TRƯƠNG CƯỜNG,347879609,46067013782,TRẦN SĨ VIỆT,T05 - MIỀN TRUNG 2,"THÔN KIM ĐÔI, PHƯỜNG HÓA CHÂU, THÀNH PHỐ HUẾ","16,5485772","107,5753531","Phường Hóa Châu,Thành Phố Huế",,,
2422,152673,2HUTUANHAN,HỘ KD HOÀNG ANH TUẤN,84914423712,8024151683,TRẦN SĨ VIỆT,T05 - MIỀN TRUNG 2,"Cổ bi, Phong Sơn, Phong Điền, TT Huế","16,5026927","107,4307616","Phường Phong Thái,Thành Phố Huế",,,
2423,156948,2HUTUNGTHU,HÔ KINH DOANH TÙNG THƯ,975001314,46187006131,TRẦN SĨ VIỆT,T05 - MIỀN TRUNG 2,"SỐ 255 LÝ THẦN TÔNG, PHƯỜNG HƯƠNG AN, THÀNH PHỐ HUẾ","16,4588544","107,5209559","Phường Hương An,Thành Phố Huế",,,
2424,158541,2HUTYTHUAN,TÝ THUẬN,905533608,8213328054,TRẦN SĨ VIỆT,T05 - MIỀN TRUNG 2,"PHƯỚC AN , LỘC TIẾN, PHÚ LỘC, TỈNH THỪA THIÊN HUẾ","16,2721238","107,9755529","Xã Chân Mây-Lăng Cô,Thành Phố Huế",,,
2425,158925,2HUVANCONGTHIEN,Văn Công Thiện,932434024,46084006203,TRẦN SĨ VIỆT,T05 - MIỀN TRUNG 2,"THÔN TÂN XUÂN LAI, XÃ QUẢNG ĐIỀN, THÀNH PHỐ HUẾ","16,53618003","107,5256862","Xã Quảng Điền,Thành Phố Huế",,,
2426,158920,2HUVINHHA,HỢP TÁC XÃ NÔNG NGHỆP VINH HÀ,963032936,3300350963,TRẦN SĨ VIỆT,T05 - MIỀN TRUNG 2,"THÔN PHƯỜNG 5, XÃ VINH HÀ, HUYỆN PHÚ VANG, TỈNH THỪA THIÊN HUẾ","16,3881707","107,790948","Xã Phú Vang,Thành Phố Huế",,,
2427,156873,2HUVOKIMLUU,VÕ KIM LƯU,847189066,46069007851,TRẦN SĨ VIỆT,T05 - MIỀN TRUNG 2,"THÔN 1A, PHƯỜNG PHÚ BÀI, THÀNH PHỐ HUẾ","16,3861496","107,7184789","Phường Phú Bài,Thành Phố Huế",,,
2428,156973,2HUVOVANHOA,VÕ VĂN HÓA,702698640,46060003224,TRẦN SĨ VIỆT,T05 - MIỀN TRUNG 2,"THÔN VĨNH LƯU, XÃ PHÚ HỒ, THÀNH PHỐ HUẾ","16,44977984","107,7085553","Xã Phú Hồ,Thành Phố Huế",,,
2429,158255,2HUVTNNALUOI,CÔNG TY TNHH VẬT TƯ NÔNG NGHIỆP A LƯỚI,935986707,3301713514,TRẦN SĨ VIỆT,T05 - MIỀN TRUNG 2,"03 Đường Kon Hư, Thị Trấn A Lưới, Huyện A Lưới, Tỉnh Thừa Thiên Huế","16,5155504","107,6113647","Xã A Lưới 2,Thành Phố Huế",,,
2430,154212,2HUVUONGTHILOAN,VƯƠNG THỊ LOAN,84932005133,46188004395,TRẦN SĨ VIỆT,T05 - MIỀN TRUNG 2,"NAM CHÂU, XÃ PHÚ VANG, THÀNH PHỐ HUẾ","16,4408081","107,718759","Xã Phú Vang,Thành Phố Huế",,,
2431,152403,2HYBUIDINHHIEP,BÙI ĐÌNH HIỆP,987002838,33088004008,Trần Duy Triển,T02 - MIỀN BẮC 2,"THÔN ĐIỀM ĐÔNG, XÃ TIÊN HOA, TỈNH HƯNG YÊN","20,67344081","106,1960857","Xã Tiên Hoa,Tỉnh Hưng Yên",,,
2432,158318,2HYBUITHIHIEN,BÙI THỊ HIỀN,972983988,33174007124,Trần Duy Triển,T02 - MIỀN BẮC 2,"THÔN HÀ LINH, XÃ TIÊN TIẾN, TỈNH HƯNG YÊN","20,7119727","106,1713538","Xã Tiên Tiến,Tỉnh Hưng Yên",,,
2433,152311,2HYBUITHISACH,BÙI THỊ SÁCH,979105290,,Trần Duy Triển,T02 - MIỀN BẮC 2,TRẦN PHÚ - TÂN HƯNG - TIÊN LỮ - HƯNG YÊN,"20,63287667","106,1000134","Xã Tiên Lữ,Tỉnh Hưng Yên",,,
2434,156325,2HYBUITHITHOA,BÙI THỊ THOA,976980364,8420469060,Trần Duy Triển,T02 - MIỀN BẮC 2,"XÃ TRUNG NGHĨA, TP HƯNG YÊN, TỈNH HƯNG YÊN","20,68071698","106,075014","Phường Phố Hiến,Tỉnh Hưng Yên",,,
2435,196943,2HYCHUVANHUNG,HỘ KINH DOANH CHU VĂN HƯNG,382423586,33077011233,Trần Duy Triển,T02 - MIỀN BẮC 2,"Thôn 2, Xã Thuần Hưng, Huyện Khoái Châu, Tỉnh Hưng Yên","20,7822402","105,995695","Xã Chí Minh,Tỉnh Hưng Yên",,,
2436,156645,2HYCHUVANVIEN,CHU VĂN VIỆN,987258076,33069004715,Trần Duy Triển,T02 - MIỀN BẮC 2,"THÔN ĐOÀN ĐÀO, XÃ ĐOÀN ĐÀO, TỈNH HƯNG YÊN","20,72395335","106,1655764","Xã Đoàn Đào,Tỉnh Hưng Yên",,,
2437,152312,2HYDANGTHITHUY,ĐẶNG THỊ THỦY,943377736,,Trần Duy Triển,T02 - MIỀN BẮC 2,"DẠ TRẠCH , KHOÁI CHÂU, TỈNH HƯNG YÊN","20,88060521","105,9551941","Xã Triệu Việt Vương,Tỉnh Hưng Yên",,,
2438,153076,2HYDANGVANTOAN,Đặng Văn Toàn,987485121,33079012081,Trần Duy Triển,T02 - MIỀN BẮC 2,"THÔN PHÙ THƯỢNG, XÃ MỄ SỞ, TỈNH HƯNG YÊN","20,91240247","105,9218728","Xã Mễ Sở,Tỉnh Hưng Yên",,,
2439,156775,2HYDODUCHUY,HKD ĐỖ ĐỨC HUY,972056370,8244979835-001,Trần Duy Triển,T02 - MIỀN BẮC 2,"THÔN QUÁN TRẠCH, XÃ LIÊN NGHĨA, HUYỆN VĂN GIANG, TỈNH HƯNG YÊN","20,91332759","105,9319848","Xã Văn Giang,Tỉnh Hưng Yên",,,
2440,156768,2HYDOVANTOAN,ĐỖ VĂN HOÀN,382282256,33061006809,Trần Duy Triển,T02 - MIỀN BẮC 2,"THÔN THIẾT TRỤ, XÃ MỄ SỞ, TỈNH HƯNG YÊN","20,88766185","105,930489","Xã Mễ Sở,Tỉnh Hưng Yên",,,
2441,152607,2HYDUONGTHILUY,DƯƠNG THỊ LÚY,968994124,33178003616,Trần Duy Triển,T02 - MIỀN BẮC 2,"THÔN TỪ TÂY, XÃ VIỆT YÊN, TỈNH HƯNG YÊN","20,89122312","105,9712866","Xã Việt Yên,Tỉnh Hưng Yên",,,
2442,152169,2HYHAITHUOC,HẢI THƯỢC,376452158,33068005409,Trần Duy Triển,T02 - MIỀN BẮC 2,"THÔN PHÚ TRẠCH, XÃ MỄ SỞ, TỈNH HƯNG YÊN","20,90435911","105,9191976","Xã Mễ Sở,Tỉnh Hưng Yên",,,
2443,152544,2HYHKDLEVANDOAN,HỘ KINH DOANH LÊ VĂN ĐOÀN,982956333,,Trần Duy Triển,T02 - MIỀN BẮC 2,"THÔN HỒNG QUANG, XÃ TÂN CHÂU, HUYỆN KHOÁI CHÂU, TỈNH HƯNG YÊN","20,81423467","105,9294581","Xã Châu Ninh,Tỉnh Hưng Yên",,,
2444,156646,2HYHKDNGUYENTHILOAN,HỘ KINH DOANH NGUYỄN THỊ LOAN,387850009,33182002178,Trần Duy Triển,T02 - MIỀN BẮC 2,"THÔN HOÀNG XÁ, XÃ TIÊN TIẾN, TỈNH HƯNG YÊN","20,69607932","106,2100669","Xã Tiên Tiến,Tỉnh Hưng Yên",,,
2445,156959,2HYHOANGVANDUNG,HOÀNG VĂN DŨNG,397867326,8645532480,Trần Duy Triển,T02 - MIỀN BẮC 2,"THÔN MỸ XÁ, XÃ VIỆT CƯỜNG, HUYỆN YÊN MỸ, TỈNH HƯNG YÊN","20,88484598","106,002721","Xã Việt Yên,Tỉnh Hưng Yên",,,
2446,153080,2HYLEHUYHOANG,Lê Huy Hoàng,369966689,33096006550,Trần Duy Triển,T02 - MIỀN BẮC 2,"THÔN MỄ HẠ, XÃ VIỆT YÊN, TỈNH HƯNG YÊN","20,88496263","105,9864599","Xã Việt Yên,Tỉnh Hưng Yên",,,
2447,154427,2HYLENGOCDAT,LÊ NGỌC ĐẠT,984296869,33072001288,Trần Duy Triển,T02 - MIỀN BẮC 2,"THÔN ĐOÀN ĐÀO, XÃ ĐOÀN ĐÀO, TỈNH HƯNG YÊN","20,7191721","106,1614641","Xã Đoàn Đào,Tỉnh Hưng Yên",,,
2448,152609,2HYLETHITINH,LÊ THỊ TÍNH,946504404,,Trần Duy Triển,T02 - MIỀN BẮC 2,"ĐỖ MỸ, BÃI SẬY, ÂN THI, TỈNH HƯNG YÊN","20,85595968","106,1157323","Xã Phạm Ngũ Lão,Tỉnh Hưng Yên",,,
2449,152085,2HYLEVANVUONG,LÊ VĂN VƯƠNG,789213626,33083001850,Trần Duy Triển,T02 - MIỀN BẮC 2,"THÔN HẢI YẾN, XÃ TIÊN LỮ, TỈNH HƯNG YÊN","20,6683892","106,1318973","Xã Tiên Lữ,Tỉnh Hưng Yên",,,
2450,196842,2HYLUONGTHIHOA,HỘ KINH DOANH LƯƠNG THỊ HÒA,84989147838,33179005972,Trần Duy Triển,T02 - MIỀN BẮC 2,"Thôn Trịnh Mỹ, Xã Ngô Quyền, Huyện Tiên Lữ, Tỉnh Hưng Yên.","20,71045411","106,1169405","Xã Hoàng Hoa Thám,Tỉnh Hưng Yên",,,
2451,196868,2HYLUUTHIHUYEN,HỘ KINH DOANH LƯU THỊ HUYỀN,942256238,1189041855,Trần Duy Triển,T02 - MIỀN BẮC 2,"Thôn Đỗ Hạ, Xã Quang Vinh, Huyện Ân Thi, Tỉnh Hưng Yên, Việt Nam","20,82304809","106,0945678","Xã Ân Thi,Tỉnh Hưng Yên",,,
2452,197214,2HYNGODAOQUANG,HỘ KINH DOANH NGÔ ĐÀO QUANG,397588016,33064006324,Trần Duy Triển,T02 - MIỀN BẮC 2,"Thôn Đào Quạt, Xã Bãi Sậy, Huyện Ân Thi, Hưng Yên, Việt Nam","20,85588025","106,1158655","Xã Phạm Ngũ Lão,Tỉnh Hưng Yên",,,
2453,156960,2HYNGUYENCHIDUAN,HỘ KINH DOANH NGUYỄN CHÍ DUẨN,982178155,8112296688,Trần Duy Triển,T02 - MIỀN BẮC 2,"XÓM 6 TÂN DÂN, HUYỆN KHOÁI CHÂU, TỈNH HƯNG YÊN","20,86117532","105,9985021","Xã Triệu Việt Vương,Tỉnh Hưng Yên",,,
2454,196882,2HYNGUYENTHIDAM,NGUYỄN THỊ ĐẢM,396551912,33181003745,Trần Duy Triển,T02 - MIỀN BẮC 2,"Thôn Bá Khê, Xã Liên Nghĩa, Huyện Văn Giang, Tỉnh Hưng Yên.","20,91238849","105,9414926","Xã Văn Giang,Tỉnh Hưng Yên",,,
2455,152067,2HYNGUYENTHILIEU,NGUYỄN THỊ LIỄU,968607835,33168005539,Trần Duy Triển,T02 - MIỀN BẮC 2,"THÔN DUNG, XÃ HOÀNG HOA THÁM, TỈNH HƯNG YÊN","20,7281982","106,1131795","Xã Hoàng Hoa Thám,Tỉnh Hưng Yên",,,
2456,158309,2HYNGUYENTHIMAIHUONG,HKD NGUYỄN THỊ MAI HƯƠNG,905621683,901028642,Trần Duy Triển,T02 - MIỀN BẮC 2,"THÔN 3, ÔNG ĐÌNH, KHOÁI CHÂU, HƯNG YÊN","20,85187698","105,9611372","Xã Triệu Việt Vương,Tỉnh Hưng Yên",,,
2457,158319,2HYNGUYENVANCUONG,HKD NGUYỄN VĂN CƯƠNG,947740992,,Trần Duy Triển,T02 - MIỀN BẮC 2,"BÃI SẬY 2, TÂN DÂN, KHOÁI CHÂU, HƯNG YÊN","20,86562719","105,9672629","Xã Triệu Việt Vương,Tỉnh Hưng Yên",,,
2458,156961,2HYNGUYENVANHUNG,NGUYỄN VĂN HÙNG,363754252,33070003034,Trần Duy Triển,T02 - MIỀN BẮC 2,"THIẾT TRỤ, XÃ MỄ SỞ, TỈNH HƯNG YÊN","20,8905022","105,9302489","Xã Mễ Sở,Tỉnh Hưng Yên",,,
2459,158310,2HYNGUYENVANLAP,NGUYỄN VĂN LẬP,965231083,33083001288,Trần Duy Triển,T02 - MIỀN BẮC 2,"THÔN TRẠO THÔN, XÃ NGUYỄN TRÃI, TỈNH HƯNG YÊN","20,78295179","106,1335523","Xã Nguyễn Trãi,Tỉnh Hưng Yên",,,
2460,156777,2HYNGUYENVANNHUONG,HKD NGUYỄN VĂN NHƯỜNG,844000032,33090016514,Trần Duy Triển,T02 - MIỀN BẮC 2,"THÔN XÂM TRONG, XÃ MỄ SỞ, TỈNH HƯNG YÊN","20,89998015","105,9047207","Xã Mễ Sở,Tỉnh Hưng Yên",,,
2461,156647,2HYNGUYENVANON,NGUYỄN VĂN ỔN,336516216,33070005622,Trần Duy Triển,T02 - MIỀN BẮC 2,"ThÔN NHẬT LỆ, XÃ TIÊN TIẾN, TỈNH HƯNG YÊN","20,70961006","106,2156655","Xã Tiên Tiến,Tỉnh Hưng Yên",,,
2462,151935,2HYNGUYENVANPHUONG,NGUYỄN VĂN PHƯƠNG,352116239,33072004703,Trần Duy Triển,T02 - MIỀN BẮC 2,"THÔN BÌNH LĂNG, XÃ HỒNG QUANG, TỈNH HƯNG YÊN","20,76410521","106,1449041","Xã Hồng Quang,Tỉnh Hưng Yên",,,
2463,196840,2HYNGUYENVANQUY,HỘ KINH DOANH NGUYỄN VĂN QUÝ,84385814313,33072004376,Trần Duy Triển,T02 - MIỀN BẮC 2,"Thôn An Đỗ, Xã Bắc Sơn, Huyện Ân Thi, Tỉnh Hưng Yên","20,85768632","106,1050972","Xã Phạm Ngũ Lão,Tỉnh Hưng Yên",,,
2464,158311,2HYNGUYENVANTRONG,NGUYỄN VĂN TRỌNG,973370794,33074014260,Trần Duy Triển,T02 - MIỀN BẮC 2,"THÔN TAM ĐA, XÃ TỐNG TRÂN, TỈNH HƯNG YÊN","20,68216649","106,2268584","Xã Tống Trân,Tỉnh Hưng Yên",,,
2465,152344,2HYNGUYENVIETTHANH,NGUYỄN VIẾT THÀNH,989358405,8710707454,Trần Duy Triển,T02 - MIỀN BẮC 2,"XÃ XUÂN TRÚC, HUYỆN ÂN THI, TỈNH HƯNG YÊN","20,83522466","106,0608923","Xã Xuân Trúc,Tỉnh Hưng Yên",,,
2466,196839,2HYNGUYENXUANKE,HỘ KINH DOANH NGUYỄN XUÂN KẾ,84336343110,33091005310,Trần Duy Triển,T02 - MIỀN BẮC 2,"Thôn Tân Viên, Xã Hồng Vân, Huyện Ân Thi, Tỉnh Hưng Yên","20,75753098","106,1136642","Xã Hồng Quang,Tỉnh Hưng Yên",,,
2467,152056,2HYNGUYENXUANMANH,NGUYỄN XUÂN MẠNH,352123072,33079001908,Trần Duy Triển,T02 - MIỀN BẮC 2,"THÔN MUỘI SẢNG, XÃ HOÀNG HOA THÁM, TỈNH HƯNG YÊN","20,71186439","106,0954674","Xã Hoàng Hoa Thám,Tỉnh Hưng Yên",,,
2468,156778,2HYNHANLIEU,HỘ KINH DOANH NHÀN LIỆU,972150886,8700563877,Trần Duy Triển,T02 - MIỀN BẮC 2,"PHÚ HOÀ, BÌNH KIỀU, KHOÁI CHÂU, HƯNG YÊN","20,8311146","105,9549623","Xã Khoái Châu,Tỉnh Hưng Yên",,,
2469,152387,2HYPHAMTHIHUONG,PHẠM THỊ HƯỜNG,975596457,8865574422,Trần Duy Triển,T02 - MIỀN BẮC 2,"XÃ LIÊN NGHĨA, HUYỆN VĂN GIANG, TỈNH HƯNG YÊN","20,91812039","105,9285405","Xã Văn Giang,Tỉnh Hưng Yên",,,
2470,197472,2HYPHAMVANQUAN,HỘ KINH DOANH PHẠM VĂN QUÂN,354521737,33061003211,Trần Duy Triển,T02 - MIỀN BẮC 2,"Thôn Vĩnh Đồng, Xã Đồng Thanh, Huyện Kim Động, Tỉnh Hưng Yên.","20,76002884","106,0252914","Xã Nghĩa Dân,Tỉnh Hưng Yên",,,
2471,156779,2HYTATHIHUONG,TẠ THỊ HƯƠNG,985352809,8735090903,Trần Duy Triển,T02 - MIỀN BẮC 2,"THÔN TIÊU QUAN, XÃ PHÙNG HƯNG, HUYỆN KHOÁI CHÂU,TỈNH HƯNG YÊN","20,81620909","105,9874338","Xã Khoái Châu,Tỉnh Hưng Yên",,,
2472,196933,2HYTHUOCTRUSAU,HỘ KINH DOANH BÁN LẺ PHÂN BÓN THUỐC TRỪ SÂU,329359448,33078006464,Trần Duy Triển,T02 - MIỀN BẮC 2,"Thôn Hoàng Tranh, Xã Minh Hoàng, Huyện Phù Cừ, Tỉnh Hưng Yên, Việt Nam.","20,72815954","106,1382131","Xã Đoàn Đào,Tỉnh Hưng Yên",,,
2473,160330,2HYTOANHIEN,HỘ KINH DOANH VTNN TOÀN HIỀN,968959118,1085020232,Kiều Kim Nam,T03 - MIỀN BẮC 3,"KHU NĂM MẪU, XÃ TRIỆU VIỆT VƯƠNG, TỈNH HƯNG YÊN","21,05240483","105,9565612","Xã Triệu Việt Vương,Tỉnh Hưng Yên",,,
2474,196887,2HYTRANDUCTUY,HỘ KINH DOANH TRẦN ĐỨC TÚY,84362836895,33064001758,Trần Duy Triển,T02 - MIỀN BẮC 2,"Đội 10, Thôn 4, Xã Quảng Châu, TP Hưng Yên, Tỉnh Hưng Yên","20,62446976","106,0606613","Phường Hồng Châu,Tỉnh Hưng Yên",,,
2475,156780,2HYTRANTHICONG,TRẦN THỊ CỘNG,987128343,8620855183,Trần Duy Triển,T02 - MIỀN BẮC 2,"THÔN MỸ XÁ, XÃ VIỆT CƯỜNG ,YÊN MỸ, HƯNG YÊN","20,8874536","106,004189","Xã Việt Yên,Tỉnh Hưng Yên",,,
2476,158449,2HYTRANVANQUYCH,TRẦN VĂN QUÝCH,915398078,33063005963,Trần Duy Triển,T02 - MIỀN BẮC 2,"THÔN PHÚ TRẠCH, XÃ MỄ SỞ, TỈNH HƯNG YÊN","20,89465184","105,9297132","Xã Mễ Sở,Tỉnh Hưng Yên",,,
2477,152507,2HYVUTRONGTHAM,VŨ TRỌNG THẨM,977129507,8350379501,Trần Duy Triển,T02 - MIỀN BẮC 2,"XÃ MỄ SỞ, HUYỆN VĂN GIANG, TỈNH HƯNG YÊN","20,90164488","105,9273468","Xã Mễ Sở,Tỉnh Hưng Yên",,,
2478,152393,2HYVUVANTHANH,VŨ VĂN THANH,986041054,33062003583,Trần Duy Triển,T02 - MIỀN BẮC 2,"THÔN QUANG XÁ, XÃ QUANG HƯNG, TỈNH HƯNG YÊN","20,75296444","106,2011642","Xã Quang Hưng,Tỉnh Hưng Yên",,,
2479,197507,2HYYENHOAN,HỘ KINH DOANH YẾN HOÀN,382282256,33169010745,Trần Duy Triển,T02 - MIỀN BẮC 2,"Thôn Thiết Trụ, Xã Mễ Sở, Tỉnh Hưng Yên, Việt Nam.","20,88519906","105,9309961","Xã Mễ Sở,Tỉnh Hưng Yên",,,
2480,158267,2KG2ANH,CỬA HÀNG VẬT TƯ NÔNG NGHIỆP HAI ÁNH,84944096610,91181011569,Lê Hoàng Sơn,T21 - SÔNG HẬU 3,"ẤP HÒA BÌNH, XÃ HÒA THUẬN, TỈNH AN GIANG","9,8372998","105,4026585","Xã Hòa Thuận,Tỉnh An Giang",,,
2481,154213,2KGANHTINHCON,ANH TÌNH CON,84939686416,1702098848,NGUYỄN HỒNG SEN,T21 - SÔNG HẬU 3,"ẤP 8A XÃ THẠNH ĐÔNG A, HUYỆN TÂN HIỆP, TỈNH KIÊN GIANG","10,0534362","105,257136","Xã Thạnh Đông,Tỉnh An Giang",,,
2482,154259,2KGANTHANH,HỘ KINH DOANH AN THÀNH,84916899660,91087019941,Lê Phước Hoàng,T21 - SÔNG HẬU 3,"ẤP CHÀM CHẸT, XÃ GIỒNG RIỀNG, TỈNH AN GIANG","9,9288682","105,2468039","Xã Giồng Riềng,Tỉnh An Giang",,,
2483,196436,2KGBAMAY,HỘ KINH DOANH BA MÂY,972555865,91184002717,Trần Công Đáng,T22 - SÔNG HẬU 4,"Số 666, Tổ 4, Khu Phố Thị Tứ. Thị Trấn Sóc Sơn, Huyện Hòn Đất, Tỉnh Kiên Giang.","10,12290898","105,0156908","Xã Mỹ Thuận,Tỉnh An Giang",,,
2484,147028,2KGBAPHUC,BA PHÚC,84985338061,89078004119,NGUYỄN TẤN THÀNH,T22 - SÔNG HẬU 4,"ẤP CỐNG CẢ, XÃ VĨNH ĐIỀU, TỈNH AN GIANG","10,4885369","104,6999822","Xã Vĩnh Điều,Tỉnh An Giang",,,
2485,196287,2KGBATHANH,HỘ KINH DOANH CỬA HÀNG VẬT TƯ NÔNG NGHIỆP BA THÀNH,982798267,91089016658,Dương Văn Pháp,T22 - SÔNG HẬU 4,"TỔ 5, ẤP SONG CHINH, XÃ KIÊN LƯƠNG,  TỈNH AN GIANG","10,22504512","104,7092138","Xã Kiên Lương,Tỉnh An Giang",,,
2486,153889,2KGBINHTRI,BÌNH TRỊ,84918890966,1701295233,NGUYỄN TẤN THÀNH,T22 - SÔNG HẬU 4,"SỐ 243,TỔ 3,ẤP HÒA KHÁNH, TÂN KHÁNH HÒA, GIANG THÀNH, KIÊN GIANG","10,5305304","104,6003223","Xã Giang Thành,Tỉnh An Giang",,,
2487,156432,2KGBTVTHONGYEN,"CỬA HÀNG PHÂN BÓN, THUỐC BTVT HỒNG YẾN",84949877976,1700454593,Nguyễn Hữu Nghĩa (SH2),T21 - SÔNG HẬU 3,"SỐ 285, ẤP PHƯỚC LỢI, XÃ MONG THỌ B, HUYỆN CHÂU THÀNH, TỈNH KIÊN GIANG","9,990114571","105,1602088","Xã Thạnh Lộc,Tỉnh An Giang",,,
